InterZone,InterZone_Name,CPP,Typology_Group,Typology_Name,Indicator,Type,Year,value,IndicatorFullName,High is Positive,Change,OverallZScore,CPPChangeScore,TypeChangeScore
S02001290,"Fetteresso, Netherley and Catter",Aberdeenshire,58,"Accessible Rural, Dep -Child, HH Inc 90-100%",Child Poverty,Raw data,2023/24,3.57789664538728,Child Poverty (%),No,0.09414365495004273,0.5366785668967264,0.7487801217282177,0.7030966240765686
S02001291,Stonehaven South,Aberdeenshire,43,"Other Urban, Dep - Average, HH Inc 60-80%",Child Poverty,Raw data,2023/24,9.4788329204739,Child Poverty (%),No,-0.39756186236036206,-0.6043112614421985,-0.1498580545450742,-0.9089370947436972
S02001292,Stonehaven North,Aberdeenshire,37,"Other Urban, Dep - Adult, HH Inc 70-100%",Child Poverty,Raw data,2023/24,6.24059335243348,Child Poverty (%),No,-0.24019766218780192,-0.23915173928813982,0.13773985289207774,0.2684143078871597
S02001293,Newtonhill,Aberdeenshire,51,"Accessible Small Town, Dep - Average, HH Inc 50-100%",Child Poverty,Raw data,2023/24,8.31427193204031,Child Poverty (%),No,-1.9863442601795152,-4.291039377228629,-3.05350762976431,-2.9505514221033478
S02001294,Portlethen,Aberdeenshire,49,"Accessible Small Town, Dep - Student & Adult, HH Inc 60-100%",Child Poverty,Raw data,2023/24,5.3475379868106,Child Poverty (%),No,0.10199420651719115,0.5548955670515404,0.7631277446339579,0.4779523692803137
S02001295,Banchory-Devenick and Findon,Aberdeenshire,47,"Accessible Small Town, Dep - Child, HH Inc 0-100%",Child Poverty,Raw data,2023/24,6.0034236489736,Child Poverty (%),No,0.1754399405125503,0.7253244771885995,0.8973567457923434,0.6709654209786448
S02001296,"Dunecht, Durris and Drumoak",Aberdeenshire,58,"Accessible Rural, Dep -Child, HH Inc 90-100%",Child Poverty,Raw data,2023/24,5.78451757971086,Child Poverty (%),No,-1.0981746778066719,-2.2300650264207884,-1.4302940077355581,-1.0457285240319727
S02001297,Banchory East,Aberdeenshire,47,"Accessible Small Town, Dep - Child, HH Inc 0-100%",Child Poverty,Raw data,2023/24,7.80479049312772,Child Poverty (%),No,-1.1216932716043053,-2.284639309920224,-1.4732764545350634,-1.0261482902910792
S02001298,Banchory West,Aberdeenshire,46,"Accessible Small Town, Dep - OP, HH Inc 50-100%",Child Poverty,Raw data,2023/24,3.29658103712581,Child Poverty (%),No,0.5140564836190131,1.511075333727926,1.5162103930274284,0.8900172592069322
S02001299,Crathes and Torphins,Aberdeenshire,61,"Accessible Rural, Dep - not OP or Child, HH Inc 80-100%",Child Poverty,Raw data,2023/24,5.5857570966441,Child Poverty (%),No,-0.4331610789893878,-0.6869183151371252,-0.21491897817117692,-0.8694600634561459
S02001300,Cromar and Kildrummy,Aberdeenshire,67,"Remote Rural, Dep - not OP, HH Inc 80-100%",Child Poverty,Raw data,2023/24,8.13230664889636,Child Poverty (%),No,0.06115133340134382,0.4601207452431031,0.6884835445620346,0.7966782647283366
S02001301,Howe of Alford,Aberdeenshire,67,"Remote Rural, Dep - not OP, HH Inc 80-100%",Child Poverty,Raw data,2023/24,8.17736490338735,Child Poverty (%),No,-0.3604866171928971,-0.5182791220213495,-0.0820995496488533,-1.1911749664371183
S02001302,Kemnay,Aberdeenshire,51,"Accessible Small Town, Dep - Average, HH Inc 50-100%",Child Poverty,Raw data,2023/24,9.49884989973191,Child Poverty (%),No,0.3561536065749694,1.1446658259432685,1.2276280028371882,1.0148616784348745
S02001303,Inverurie North,Aberdeenshire,43,"Other Urban, Dep - Average, HH Inc 60-80%",Child Poverty,Raw data,2023/24,12.1551532445915,Child Poverty (%),No,-0.5118840203539252,-0.8695928473351353,-0.3587925731750705,-1.2374731410671735
S02001304,Inverurie South,Aberdeenshire,40,"Other Urban, Dep - Average, HH Inc 30-40%",Child Poverty,Raw data,2023/24,17.2448958534734,Child Poverty (%),No,-0.5736008619833106,-1.012805168647933,-0.47158591808310996,-1.694299412573463
S02001305,Durno-Chapel of Garioch,Aberdeenshire,31,"Other Urban, Dep - Child, HH Inc 80-100%",Child Poverty,Raw data,2023/24,4.06349727007828,Child Poverty (%),No,-0.255443469073225,-0.27452923652721584,0.10987670388721808,-1.035992070612107
S02001306,Kintore,Aberdeenshire,47,"Accessible Small Town, Dep - Child, HH Inc 0-100%",Child Poverty,Raw data,2023/24,5.74888258764484,Child Poverty (%),No,-0.6201195032639943,-1.120750462448451,-0.5566031194190783,-0.36991058739978916
S02001307,Blackburn,Aberdeenshire,47,"Accessible Small Town, Dep - Child, HH Inc 0-100%",Child Poverty,Raw data,2023/24,5.70414796049168,Child Poverty (%),No,-1.1591626067451108,-2.371585924845622,-1.5417551960006592,-1.075171568567831
S02001308,Westhill North and South,Aberdeenshire,31,"Other Urban, Dep - Child, HH Inc 80-100%",Child Poverty,Raw data,2023/24,3.41465574661429,Child Poverty (%),No,-0.5491567508042883,-0.9560832462041716,-0.42691200103883326,-1.968217072762294
S02001309,Westhill Central,Aberdeenshire,26,"Other Urban, Dep - OP, HH Inc 70-100%",Child Poverty,Raw data,2023/24,5.81245611430731,Child Poverty (%),No,-0.9756272681924114,-1.9456969586716406,-1.2063270665363715,-0.9816789045826195
S02001310,Garlogie and Elrick,Aberdeenshire,31,"Other Urban, Dep - Child, HH Inc 80-100%",Child Poverty,Raw data,2023/24,3.1211319139591,Child Poverty (%),No,0.18573403628820262,0.7492116579471414,0.9161701760438795,0.36427385696264275
S02001311,Newmachar and Fintray,Aberdeenshire,58,"Accessible Rural, Dep -Child, HH Inc 90-100%",Child Poverty,Raw data,2023/24,7.98936939799693,Child Poverty (%),No,-1.1478651417918786,-2.34537045208021,-1.5211080140092577,-1.1186116884110635
S02001312,Balmedie and Potterton,Aberdeenshire,58,"Accessible Rural, Dep -Child, HH Inc 90-100%",Child Poverty,Raw data,2023/24,7.40963447841725,Child Poverty (%),No,-1.2056629433628538,-2.479488743153205,-1.6267389438398836,-1.2033862373849182
S02001313,Ellon East,Aberdeenshire,44,"Other Urban, Dep - Average, HH Inc 80-100%",Child Poverty,Raw data,2023/24,7.85272092117512,Child Poverty (%),No,-0.9806525343433967,-1.9573579577068632,-1.2155112140600988,-2.303769206689096
S02001314,Ellon West,Aberdeenshire,26,"Other Urban, Dep - OP, HH Inc 70-100%",Child Poverty,Raw data,2023/24,8.08651389514844,Child Poverty (%),No,-0.05136675680486458,0.19902545159733306,0.4828461298473446,0.4156198316368828
S02001315,Ythanside,Aberdeenshire,61,"Accessible Rural, Dep - not OP or Child, HH Inc 80-100%",Child Poverty,Raw data,2023/24,7.87244658062349,Child Poverty (%),No,-0.09375496912258074,0.1006647104762339,0.405377676735335,-0.0899886914836353
S02001316,Ythsie,Aberdeenshire,58,"Accessible Rural, Dep -Child, HH Inc 90-100%",Child Poverty,Raw data,2023/24,8.17792532957031,Child Poverty (%),No,-1.140358617832518,-2.3279517590163983,-1.507389133981452,-1.1076015432892845
S02001317,Barrahill,Aberdeenshire,47,"Accessible Small Town, Dep - Child, HH Inc 0-100%",Child Poverty,Raw data,2023/24,6.18984360878682,Child Poverty (%),No,-0.6535876079138647,-1.1984123263790485,-0.6177692350453482,-0.4136988265420215
S02001318,Fyvie-Rothie,Aberdeenshire,59,"Accessible Rural, Dep - not OP or Child, HH Inc 0-60%",Child Poverty,Raw data,2023/24,7.3488358776089,Child Poverty (%),No,-0.58303508559637,-1.0346970384802177,-0.48882785091430514,-2.4519123251628505
S02001319,"Insch, Oyne and Ythanwells",Aberdeenshire,57,"Accessible Rural, Dep -Child, HH Inc 0-90%",Child Poverty,Raw data,2023/24,5.36127814967424,Child Poverty (%),No,0.3619060127945979,1.1580141345426334,1.2381410673695243,0.7122973027479145
S02001320,Clashindarroch,Aberdeenshire,67,"Remote Rural, Dep - not OP, HH Inc 80-100%",Child Poverty,Raw data,2023/24,10.1175618463353,Child Poverty (%),No,0.02186989012525542,0.36896918065287815,0.6166930046874887,0.6114820701467917
S02001321,Huntly,Aberdeenshire,52,"Remote Small Town, Dep -OP, HH Inc 0-100%",Child Poverty,Raw data,2023/24,14.9636968722886,Child Poverty (%),No,0.19189703607873843,0.763512738218765,0.9274336390256129,0.9757986898548523
S02001322,Auchterless and Monquhitter,Aberdeenshire,67,"Remote Rural, Dep - not OP, HH Inc 80-100%",Child Poverty,Raw data,2023/24,9.93551802692964,Child Poverty (%),No,0.10400868011918951,0.559570100503819,0.7668093850063351,0.9987334047653714
S02001323,Turriff,Aberdeenshire,52,"Remote Small Town, Dep -OP, HH Inc 0-100%",Child Poverty,Raw data,2023/24,22.5553185566254,Child Poverty (%),No,-1.4345333698744267,-3.0105765985136803,-2.0450212193942847,-2.202409096361124
S02001324,"Portsoy, Fordyce and Cornhill",Aberdeenshire,63,"Remote Rural, Dep - OP, HH Inc 40-50%",Child Poverty,Raw data,2023/24,14.0341526132767,Child Poverty (%),No,0.07981277932550335,0.5034241437854492,0.7225890958351615,-0.05028787714716348
S02001325,Aberchirder and Whitehills,Aberdeenshire,63,"Remote Rural, Dep - OP, HH Inc 40-50%",Child Poverty,Raw data,2023/24,12.0687938545412,Child Poverty (%),No,0.0694346958100942,0.47934207166735554,0.7036221700733507,-0.1263883499743655
S02001326,Banff,Aberdeenshire,53,"Remote Small Town, Dep not OP, HH Inc 0-100%",Child Poverty,Raw data,2023/24,22.046151935831,Child Poverty (%),No,-0.26369382610026637,-0.2936739748240533,0.09479839882174206,-0.0829006984892529
S02001327,Macduff,Aberdeenshire,53,"Remote Small Town, Dep not OP, HH Inc 0-100%",Child Poverty,Raw data,2023/24,14.5349028552463,Child Poverty (%),No,0.11304326970734657,0.5805346300045047,0.7833209489913977,0.6697494202033987
S02001328,Gardenstown and King Edward,Aberdeenshire,64,"Remote Rural, Dep - OP, HH Inc 50-100%",Child Poverty,Raw data,2023/24,5.96395336660638,Child Poverty (%),No,0.5247007147691956,1.5357749944908936,1.5356637286762798,1.2301260759204575
S02001329,New Pitsligo,Aberdeenshire,60,"Accessible Rural, Dep - not OP or Child, HH Inc 60-80%",Child Poverty,Raw data,2023/24,17.1337175772266,Child Poverty (%),No,-0.7749399938091288,-1.4800073727566712,-0.8395521577667348,-2.3721179634363327
S02001330,Deer and Mormond,Aberdeenshire,60,"Accessible Rural, Dep - not OP or Child, HH Inc 60-80%",Child Poverty,Raw data,2023/24,8.6969771722563909,Child Poverty (%),No,-0.1374028571130883,-6.190751889305283e-4,0.3256070476064992,-0.33185948683338845
S02001331,Mintlaw,Aberdeenshire,55,"Accessible Rural, Dep -OP, HH Inc 40-70%",Child Poverty,Raw data,2023/24,12.8365649415754,Child Poverty (%),No,0.09990195347478281,0.5500405484364207,0.7593039550034968,0.6014113687973233
S02001332,Auchnagatt,Aberdeenshire,58,"Accessible Rural, Dep -Child, HH Inc 90-100%",Child Poverty,Raw data,2023/24,3.994432280347,Child Poverty (%),No,0.41191767135616153,1.2740648838391493,1.329542087004199,1.1691895927400557
S02001333,Cruden,Aberdeenshire,60,"Accessible Rural, Dep - not OP or Child, HH Inc 60-80%",Child Poverty,Raw data,2023/24,13.8619648867893,Child Poverty (%),No,-0.16504670149496659,-0.06476589507502054,0.2750853165582149,-0.42032584366133585
S02001334,Peterhead Links,Aberdeenshire,42,"Other Urban, Dep - Average, HH Inc 50-60%",Child Poverty,Raw data,2023/24,16.3007744689567,Child Poverty (%),No,-0.447914317103455,-0.7211528193893648,-0.24188191132163306,-0.6705055357090408
S02001335,Peterhead Bay,Aberdeenshire,38,"Other Urban, Dep - Average, HH Inc 0-20%",Child Poverty,Raw data,2023/24,19.1297504901639,Child Poverty (%),No,-0.08599872183567858,0.11866288000836472,0.4195529496807194,0.2167036179968412
S02001336,Peterhead Harbour,Aberdeenshire,38,"Other Urban, Dep - Average, HH Inc 0-20%",Child Poverty,Raw data,2023/24,24.4359352099704,Child Poverty (%),No,0.1325005407069607,0.6256847198778687,0.8188809455966635,0.9763598795474286
S02001337,Peterhead Ugieside,Aberdeenshire,42,"Other Urban, Dep - Average, HH Inc 50-60%",Child Poverty,Raw data,2023/24,11.1934236705394,Child Poverty (%),No,-0.35033776989403886,-0.49472898656486214,-0.06355157467836965,-0.4083018175889332
S02001338,Longside and Rattray,Aberdeenshire,57,"Accessible Rural, Dep -Child, HH Inc 0-90%",Child Poverty,Raw data,2023/24,9.67648241064888,Child Poverty (%),No,-0.13410989118321326,0.007022166364765888,0.3316252532063459,-1.3084978290882125
S02001339,Rosehearty and Strathbeg,Aberdeenshire,60,"Accessible Rural, Dep - not OP or Child, HH Inc 60-80%",Child Poverty,Raw data,2023/24,10.6889056145133,Child Poverty (%),No,0.06505698845394836,0.4691837159260395,0.695621497279798,0.31605636357582434
S02001340,Fraserburgh Smiddyhill,Aberdeenshire,25,"Other Urban, Dep - OP, HH Inc 50-70%",Child Poverty,Raw data,2023/24,8.47202511631458,Child Poverty (%),No,-0.6030467945178468,-1.0811336870905082,-0.525401135077711,-0.8587688922906884
S02001341,Fraserburgh Lochpots,Aberdeenshire,35,"Other Urban, Dep - Adult, HH Inc 0-40%",Child Poverty,Raw data,2023/24,17.8584676928376,Child Poverty (%),No,0.1304480316259311,0.620921926088533,0.815129791801502,1.0412388368840175
S02001342,Fraserburgh Central-Academy,Aberdeenshire,38,"Other Urban, Dep - Average, HH Inc 0-20%",Child Poverty,Raw data,2023/24,14.0844251840333,Child Poverty (%),No,0.20088007499354343,0.7843576457264733,0.9438509892964587,1.2140949674293786
S02001343,Fraserburgh Harbour and Broadsea,Aberdeenshire,32,"Other Urban, Dep -Student, HH Inc 0-30%",Child Poverty,Raw data,2023/24,24.6224570009233,Child Poverty (%),No,0.17280430129019686,0.7192085451154233,0.8925398667037265,0.6920841201245268
S02001344,South Angus,Angus,61,"Accessible Rural, Dep - not OP or Child, HH Inc 80-100%",Child Poverty,Raw data,2023/24,7.27950819451858,Child Poverty (%),No,0.0017099563696448827,0.32218858018095536,0.6383360379746554,0.12925360936321784
S02001345,Monikie,Angus,60,"Accessible Rural, Dep - not OP or Child, HH Inc 60-80%",Child Poverty,Raw data,2023/24,7.24062954616404,Child Poverty (%),No,-0.3573326214966437,-0.510960357270174,-0.4661659906913476,-1.035682903875792
